url,autor
https://www.ciperchile.cl/2008/10/22/escaso-control-de-medicamentos-ii-las-duras-lecciones-de-la-cenabast/,Francisca Skoknic
https://www.ciperchile.cl/2012/02/02/millonarias-irregularidades-en-las-compras-de-una-unidad-clave-de-carabineros/,Gustavo Villarrubia
https://www.ciperchile.cl/2014/04/11/los-ninos-dados-por-muertos-que-el-cura-gerardo-joannon-entrego-para-adopcion/,Gustavo Villarrubia
https://www.ciperchile.cl/2019/05/15/las-graves-criticas-internas-al-equipo-de-la-contraloria-a-cargo-de-auditar-a-naciones-unidas/,Alberto Arellano
https://www.ciperchile.cl/2012/08/01/los-dineros-que-el-ex-rector-raul-urrutia-vio-salir-en-sus-49-dias-como-rector-de-la-udm/,Juan Pablo Figueroa
https://www.ciperchile.cl/2012/08/01/los-dineros-que-el-ex-rector-raul-urrutia-vio-salir-en-sus-49-dias-como-rector-de-la-udm/,Gregorio Riquelme
https://www.ciperchile.cl/2008/12/23/las-cuentas-del-mop-otra-vez-bajo-la-lupa/,Pedro Ramírez
https://www.ciperchile.cl/2012/01/04/tribunales-declaran-ilegales-las-expulsiones-de-alumnos-por-tomas-de-colegios/,Catalina Albert
https://www.ciperchile.cl/2012/01/04/tribunales-declaran-ilegales-las-expulsiones-de-alumnos-por-tomas-de-colegios/,Rossana Farfán
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Nicolás Sepúlveda
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Catalina Albert
https://www.ciperchile.cl/2016/04/03/the-panama-papers-secretos-de-la-fifa-messi-y-los-pagos-ocultos-de-la-real-sociedad/,Gary Rivlin
https://www.ciperchile.cl/2016/04/03/the-panama-papers-secretos-de-la-fifa-messi-y-los-pagos-ocultos-de-la-real-sociedad/,Marcos García Rey
https://www.ciperchile.cl/2016/04/03/the-panama-papers-secretos-de-la-fifa-messi-y-los-pagos-ocultos-de-la-real-sociedad/,Michael Hudson *
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,Mauricio Weibel Barahona
https://www.ciperchile.cl/2013/05/02/renuncia-grupo-de-asesores-de-confianza-del-ex-director-del-ine/,CIPER
https://www.ciperchile.cl/2017/11/13/el-paraiso-terrenal-de-los-legionarios-de-cristo-en-bermudas/,Raúl Olmos (Mexicanos contra la corrupción
https://www.ciperchile.cl/2017/11/13/el-paraiso-terrenal-de-los-legionarios-de-cristo-en-bermudas/,la impunidad)
https://www.ciperchile.cl/2013/07/09/interrogan-cuatro-horas-a-ex-gerente-general-de-corpesca-por-posible-soborno-en-ley-de-pesca/,Boris Bezama
https://www.ciperchile.cl/2012/11/30/paraguay-el-obispo-y-sus-tiburones/,Natalia Viana
https://www.ciperchile.cl/2012/11/30/paraguay-el-obispo-y-sus-tiburones/,Agência Pública
https://www.ciperchile.cl/2008/05/23/el-pasado-que-incomoda-al-director-de-la-policia-de-investigaciones/,Mónica González
https://www.ciperchile.cl/2008/05/23/el-pasado-que-incomoda-al-director-de-la-policia-de-investigaciones/,Juan Cristóbal Peña
https://www.ciperchile.cl/2011/02/02/felix-bulnes-2/,Juan Pablo Figueroa
https://www.ciperchile.cl/2015/03/11/el-expediente-de-irregularidades-de-las-instituciones-que-ocupan-el-antiguo-hospital-san-jose/,Bárbara Partarrieu
https://www.ciperchile.cl/2020/12/29/la-lista-que-el-mundo-politico-queria-enterrar-los-involucrados-en-platas-ilegales-que-figuran-en-los-tribunales-tributarios/,Nicolás Sepúlveda
https://www.ciperchile.cl/2010/07/07/mariana-callejas-%e2%80%9ces-tan-triste-escribir-y-que-no-te-publique-nadie%e2%80%9d/,Juan Cristóbal Peña
https://www.ciperchile.cl/2018/02/23/las-tres-reuniones-en-las-que-bruno-villalobos-respaldo-las-pericias-de-smith/,Nicolás Sepúlveda
https://www.ciperchile.cl/2018/02/23/las-tres-reuniones-en-las-que-bruno-villalobos-respaldo-las-pericias-de-smith/,Equipo CIPER
https://www.ciperchile.cl/2016/09/14/contrato-financiado-con-fondos-de-monticello-enfrenta-a-mostazal-con-empresa-representada-por-tesorero-udi/,Matías Jara
https://www.ciperchile.cl/2011/07/21/las-huellas-de-morita-en-la-polar-la-formula-que-convirtio-a-los-gerentes-en-socios-del-negocio/,Rodrigo Baires
https://www.ciperchile.cl/2011/06/08/el-hotel-donde-se-maltrata-a-los-trabajadores-accidentados/,Gustavo Villarrubia
https://www.ciperchile.cl/2014/11/05/mas-de-300-empresas-tienen-acuerdos-con-luxemburgo-para-pagar-menos-impuestos/,Leslie Wayne
https://www.ciperchile.cl/2014/11/05/mas-de-300-empresas-tienen-acuerdos-con-luxemburgo-para-pagar-menos-impuestos/,Kelly Carr
https://www.ciperchile.cl/2011/12/02/el-ultimo-golpe-de-wikileaks-mapa-identifica-a-las-empresas-que-tienen-al-mundo-bajo-vigilancia/,CIPER
https://www.ciperchile.cl/2017/08/31/las-zombis-que-usaron-ponce-lerou-leonidas-vial-y-andres-navarro-para-eludir-impuestos/,Juan Andrés Guzmán
https://www.ciperchile.cl/2017/08/31/las-zombis-que-usaron-ponce-lerou-leonidas-vial-y-andres-navarro-para-eludir-impuestos/,Catalina Albert
https://www.ciperchile.cl/2011/03/28/ricardo-palma-salamanca-las-contradicciones-del-pistolero-de-la-transicion/,Juan Cristóbal Peña
https://www.ciperchile.cl/2014/08/12/crisis-en-la-universidad-arcis-como-entro-y-salio-el-partido-comunista-del-negocio-de-la-educacion-superior/,Juan Pablo Figueroa
https://www.ciperchile.cl/2013/05/17/asi-votaron-los-107-diputados-que-definieron-el-articulado-de-la-ley-de-pesca-2/,Equipo CIPER
https://www.ciperchile.cl/2020/01/09/operacion-condor-los-asesinatos-selectivos-que-implican-a-pinochet-y-a-manuel-contreras/,Peter Kornbluh
https://www.ciperchile.cl/2012/10/04/la-red-de-empresas-de-alicia-romo-que-ha-crecido-junto-a-la-universidad-gabriela-mistral/,Tabatha Guerra
https://www.ciperchile.cl/2012/10/04/la-red-de-empresas-de-alicia-romo-que-ha-crecido-junto-a-la-universidad-gabriela-mistral/,Pilar Rodríguez
https://www.ciperchile.cl/2011/05/16/mineros-de-papel-quienes-son-los-20-mayores-duenos-de-conceciones-mineras/,Marcela Ramos
https://www.ciperchile.cl/2009/10/08/la-historia-secreta-del-secuestro-de-cristian-edwards/,Juan Cristóbal Peña
https://www.ciperchile.cl/2009/10/08/la-historia-secreta-del-secuestro-de-cristian-edwards/,Pedro Ramírez
https://www.ciperchile.cl/2011/02/04/guerra-%e2%80%9cpsicopolitica%e2%80%9d-declaran-militares-uruguayos-implicados-en-crimenes/,Roger Rodríguez
https://www.ciperchile.cl/2016/04/04/panama-papers-los-sobornos-a-la-conmebol-por-los-derechos-de-la-copa-libertadores/,Juan Calcena Ramírez
https://www.ciperchile.cl/2016/04/04/panama-papers-los-sobornos-a-la-conmebol-por-los-derechos-de-la-copa-libertadores/,Diario ABC Color de Paraguay
https://www.ciperchile.cl/2011/09/12/las-reveladoras-cifras-de-la-crisis-de-representatividad-de-los-parlamentarios/,Juan Pablo Figueroa
https://www.ciperchile.cl/2011/09/12/las-reveladoras-cifras-de-la-crisis-de-representatividad-de-los-parlamentarios/,Pedro Ramírez
https://www.ciperchile.cl/2010/12/16/las-pruebas-que-reunio-la-justicia-chilena-en-el-caso-karadima/,Juan Andrés Guzmán
https://www.ciperchile.cl/2017/10/12/la-muerte-de-31-ancianos-en-hogar-del-senama-sigue-sin-sancion/,Catalina Albert
https://www.ciperchile.cl/2015/03/31/los-secretos-de-los-20-meses-que-tardo-caval-en-cerrar-el-negocio-de-machali/,Alberto Arellano
https://www.ciperchile.cl/2015/03/31/los-secretos-de-los-20-meses-que-tardo-caval-en-cerrar-el-negocio-de-machali/,Víctor Carvajal
https://www.ciperchile.cl/2019/12/11/proyectiles-bean-bag-uno-de-los-cartuchos-que-dispara-carabineros-no-figura-en-su-protocolo/,Alberto Arellano
https://www.ciperchile.cl/2019/12/11/proyectiles-bean-bag-uno-de-los-cartuchos-que-dispara-carabineros-no-figura-en-su-protocolo/,Lucas Cifuentes
https://www.ciperchile.cl/2019/12/11/proyectiles-bean-bag-uno-de-los-cartuchos-que-dispara-carabineros-no-figura-en-su-protocolo/,Cristóbal Ríos
https://www.ciperchile.cl/2016/04/12/pedro-yaconi-los-negocios-con-empresarios-chinos-del-hombre-de-mayor-confianza-de-frei/,Víctor Carvajal
https://www.ciperchile.cl/2016/04/12/pedro-yaconi-los-negocios-con-empresarios-chinos-del-hombre-de-mayor-confianza-de-frei/,Pedro Ramírez
https://www.ciperchile.cl/2010/09/27/medicos-sin-control-los-duenos-de-la-salud-publica-en-chile/,Juan Pablo Figueroa
https://www.ciperchile.cl/2009/11/20/por-que-ovalle-renuncio-a-la-sonami-fue-socio-del-jefe-financiero-de-la-dina/,Mónica González
https://www.ciperchile.cl/2020/07/15/balance-penal-del-estallido-fiscalia-investiga-a-466-agentes-del-estado-y-gobierno-acusa-a-3-274-personas-de-cometer-actos-violentos/,Mauricio Weibel Barahona
https://www.ciperchile.cl/2013/03/04/mal-uso-de-farmaco-abortivo-en-clinica-alemana-provoca-salida-de-uno-de-sus-ginecologos-mas-reputados/,CIPER
https://www.ciperchile.cl/2017/03/06/nuevas-boletas-de-pesqueras-445-millones-pagaron-lota-protein-asipes-y-blumar-a-politicos/,Nicolás Sepúlveda
https://www.ciperchile.cl/2020/11/04/derribarlo-el-ataque-a-chile-ordenado-por-nixon-y-kissinger-que-muestran-los-registros-de-la-casa-blanca/,Peter Kornbluh
https://www.ciperchile.cl/2010/03/18/los-vinculos-de-pinera-con-las-empresas-de-los-edificios-danados-los-hombres-del-presidente/,Francisca Skoknic
https://www.ciperchile.cl/2010/03/18/los-vinculos-de-pinera-con-las-empresas-de-los-edificios-danados-los-hombres-del-presidente/,Juan Pablo Figueroa
https://www.ciperchile.cl/2013/11/05/el-norovirus-pone-a-prueba-la-institucionalidad-sanitaria-tras-masivas-intoxicaciones/,Alberto Arellano
https://www.ciperchile.cl/2019/07/12/necesitamos-una-norma-de-puerta-giratoria-real/,Paulette Desormeaux
https://www.ciperchile.cl/2018/07/10/mujeres-invisibles-el-submundo-del-aseo-que-revelo-la-muerte-de-margarita-ancacoy/,Gabriela Pizarro
https://www.ciperchile.cl/2014/03/21/neltume-los-cinco-conscriptos-que-acusan-al-diputado-rosauro-martinez-rn/,Cristian Alarcón
https://www.ciperchile.cl/2014/03/21/neltume-los-cinco-conscriptos-que-acusan-al-diputado-rosauro-martinez-rn/,especial para CIPER
https://www.ciperchile.cl/2019/06/19/pesticidas-pueden-ser-la-causa-de-casos-de-cancer-y-malformacion/,Luana Rocha
https://www.ciperchile.cl/2019/06/19/pesticidas-pueden-ser-la-causa-de-casos-de-cancer-y-malformacion/,Agência Pública/Repórter Brasil
https://www.ciperchile.cl/2013/05/30/ex-alcaldesa-carmen-romo-entrego-a-la-%e2%80%9ccuca%e2%80%9d-uno-de-los-terrenos-mas-caros-de-quilicura-a-mitad-del-valor-comercial/,Gabriel Álvarez
https://www.ciperchile.cl/2013/05/30/ex-alcaldesa-carmen-romo-entrego-a-la-%e2%80%9ccuca%e2%80%9d-uno-de-los-terrenos-mas-caros-de-quilicura-a-mitad-del-valor-comercial/,Pedro Ramírez
https://www.ciperchile.cl/2012/03/29/eugenio-diaz-%e2%80%9csuspende%e2%80%9d-su-participacion-en-la-cna-tras-fuerte-presion-de-ministro-beyer/,Gregorio Riquelme
https://www.ciperchile.cl/2012/03/29/eugenio-diaz-%e2%80%9csuspende%e2%80%9d-su-participacion-en-la-cna-tras-fuerte-presion-de-ministro-beyer/,Juan Andrés Guzmán
https://www.ciperchile.cl/2018/04/19/la-cocina-de-laureate-graves-infracciones-por-lucro-y-millonarios-pagos-a-dirigentes-politicos/,Nicolás Sepúlveda
https://www.ciperchile.cl/2015/02/26/el-historial-financiero-de-caval-el-meteorico-ascenso-de-la-empresa-de-compagnon-y-davalos/,Alberto Arellano
https://www.ciperchile.cl/2011/01/04/la-historia-intima-de-la-conflictiva-familia-de-pilar-perez/,Pedro Ramírez
https://www.ciperchile.cl/2011/11/03/los-millones-de-la-ley-del-cobre-que-se-usaron-para-los-edificios-del-ejercito-y-la-fach/,Marcela Ramos
https://www.ciperchile.cl/2016/03/11/odebrecht-en-angola-ii-la-guerra-de-los-diamantes/,Eliza Capai
https://www.ciperchile.cl/2016/03/11/odebrecht-en-angola-ii-la-guerra-de-los-diamantes/,Natalia Viana / Agencia Pública
https://www.ciperchile.cl/2021/02/19/agua-y-uso-de-plaguicidas-los-problemas-de-andronico-luksic-en-el-valle-del-elqui/,Nicolás Massai D.
https://www.ciperchile.cl/2021/02/19/agua-y-uso-de-plaguicidas-los-problemas-de-andronico-luksic-en-el-valle-del-elqui/,Sebastián Ruiz de Gamboa Arias
https://www.ciperchile.cl/2012/03/29/la-historia-de-los-contratos-que-hunden-al-principal-asesor-que-tuvo-la-ex-ministra-matte-en-el-caso-kodama/,Juan Pablo Figueroa
https://www.ciperchile.cl/2015/01/16/las-huellas-del-grupo-penta-en-el-negocio-de-la-universidad-del-desarrollo/,Juan Pablo Figueroa
https://www.ciperchile.cl/2015/01/16/las-huellas-del-grupo-penta-en-el-negocio-de-la-universidad-del-desarrollo/,Catalina Albert
https://www.ciperchile.cl/2008/05/29/los-bienes-platas-y-deudas-que-el-senado-no-ha-querido-publicar/,Pedro Ramírez
https://www.ciperchile.cl/2008/05/29/los-bienes-platas-y-deudas-que-el-senado-no-ha-querido-publicar/,Juan Pablo Figueroa
https://www.ciperchile.cl/2011/08/08/despues-de-la-polar-las-otras-%e2%80%9ctrampas%e2%80%9d-de-la-industria-del-retail/,Gustavo Villarrubia
https://www.ciperchile.cl/2017/09/04/intervencion-de-cooperativa-financoop-pone-en-jaque-nuevo-banco-de-vicente-caruz/,Fernando Vega
https://www.ciperchile.cl/2015/05/26/el-mapa-de-chile-del-millonario-negocio-de-la-basura/,Gabriela Pizarro
https://www.ciperchile.cl/2015/05/26/el-mapa-de-chile-del-millonario-negocio-de-la-basura/,Matías Jara
https://www.ciperchile.cl/2021/03/09/violencia-contra-la-mujer-en-la-cuarentena-denuncias-bajaron-96-y-llamadas-de-auxilio-aumentaron-438/,Macarena Segovia
https://www.ciperchile.cl/2021/03/09/violencia-contra-la-mujer-en-la-cuarentena-denuncias-bajaron-96-y-llamadas-de-auxilio-aumentaron-438/,Graciela Pérez Campbell
https://www.ciperchile.cl/2014/09/03/los-asesinos-de-victor-jara-el-ultimo-secreto/,Mónica González
https://www.ciperchile.cl/2010/06/16/los-documentos-detras-del-polemico-contrato-entre-la-%e2%80%9cu%e2%80%9d-y-chilevision/,Francisca Skoknic
https://www.ciperchile.cl/2017/06/08/los-secretos-de-la-millonaria-campana-de-pablo-longueira-en-las-primarias-de-2013/,Nicolás Sepúlveda
https://www.ciperchile.cl/2008/12/15/vuelco-en-caso-calama-como-la-cni-intento-financiarse-a-sangre-y-dinamita/,Sebastián Minay
https://www.ciperchile.cl/2008/12/15/la-revancha-del-doctor-simi-en-mexico/,Bárbara Anderson
https://www.ciperchile.cl/2008/12/15/la-revancha-del-doctor-simi-en-mexico/,Alma López
https://www.ciperchile.cl/2014/01/13/hospital-san-jose-externaliza-hospitalizacion-domiciliaria-sin-licitacion/,Noemí Arcos
https://www.ciperchile.cl/2014/10/16/el-negocio-del-agua-los-vacios-de-la-ley-que-disparan-las-millonarias-ganancias-de-aguas-andinas/,Alberto Arellano
https://www.ciperchile.cl/2014/10/16/el-negocio-del-agua-los-vacios-de-la-ley-que-disparan-las-millonarias-ganancias-de-aguas-andinas/,Víctor Carvajal
https://www.ciperchile.cl/2008/11/20/bocamina-los-pobladores-que-sentaron-a-negociar-a-endesa/,Francisca Skoknic
https://www.ciperchile.cl/2008/11/20/bocamina-los-pobladores-que-sentaron-a-negociar-a-endesa/,Jorge Sullivan
https://www.ciperchile.cl/2017/10/10/los-piratas-del-chavismo-asi-es-la-nueva-guerra-del-caribe/,y
https://www.ciperchile.cl/2013/12/10/la-historia-del-discreto-empresario-que-se-transformo-en-el-zar-de-las-aguas-en-chile/,Alberto Arellano
https://www.ciperchile.cl/2014/09/11/mas-de-7-mil-millones-destinados-a-ninos-con-problemas-de-aprendizaje-estan-%e2%80%9cperdidos%e2%80%9d/,Matías Jara
https://www.ciperchile.cl/2014/09/11/mas-de-7-mil-millones-destinados-a-ninos-con-problemas-de-aprendizaje-estan-%e2%80%9cperdidos%e2%80%9d/,Pedro Ramírez
https://www.ciperchile.cl/2012/11/21/crisis-de-la-u-del-mar-1-500-alumnos-quedan-a-la-deriva-en-siete-paises-de-latinoamerica/,Tabatha Guerra
https://www.ciperchile.cl/2012/11/21/crisis-de-la-u-del-mar-1-500-alumnos-quedan-a-la-deriva-en-siete-paises-de-latinoamerica/,Juan Pablo Figueroa
https://www.ciperchile.cl/2010/08/02/donde-y-como-se-roba-en-santiago-mapa-del-fracaso-policial/,Gustavo Villarrubia
https://www.ciperchile.cl/2019/11/16/informe-de-la-universidad-de-chile-radiologos-y-medicos-de-urgencia-perdigones-disparados-por-carabineros-contienen-plomo/,Nicolás Sepúlveda
https://www.ciperchile.cl/2011/11/08/el-explosivo-aumento-de-armas-en-poder-de-jovenes-delincuentes-como-las-compran-y-cuanto-pagan/,Gustavo Villarrubia
https://www.ciperchile.cl/2008/01/04/los-efectos-del-perdonazo-migratorio-salud-publica-espera-mas-de-30-mil-nuevos-usuarios/,Francisca Skoknic
https://www.ciperchile.cl/2020/01/17/nueva-presidenta-del-tribunal-calificador-de-elecciones-oculto-informacion-sobre-la-masacre-de-laja/,Mónica González
https://www.ciperchile.cl/2013/04/10/superintendencia-ordena-a-chilquinta-restituir-dineros-mal-cobrados-a-clientes-industriales/,Tabatha Guerra
https://www.ciperchile.cl/2018/01/10/la-iglesia-recibe-al-papa-ocultando-el-fallo-por-abusos-sexuales-del-ex-obispo-de-iquique/,Gabriela Pizarro
https://www.ciperchile.cl/2018/01/10/la-iglesia-recibe-al-papa-ocultando-el-fallo-por-abusos-sexuales-del-ex-obispo-de-iquique/,Pedro Ramírez
https://www.ciperchile.cl/2010/06/30/las-ineditas-cintas-de-nixon-sobre-chile-y-allende-el-lenguaje-del-imperio/,Peter Kornbluh
https://www.ciperchile.cl/2010/04/09/la-desconocida-y-sabrosa-trastienda-del-otro-maremoto-que-enfrenta-la-armada/,Sebastián Minay
https://www.ciperchile.cl/2020/05/27/covid-registro-civil-inscribe-63-muertes-mas-que-las-informadas-por-el-minsal-y-anota-otras-316-como-sospechosas/,Magaly Messenet
https://www.ciperchile.cl/2020/05/27/covid-registro-civil-inscribe-63-muertes-mas-que-las-informadas-por-el-minsal-y-anota-otras-316-como-sospechosas/,Matías Jara
https://www.ciperchile.cl/2009/07/03/%c2%bfen-tegucigalpa-no-pasa-nada/,CIPER
https://www.ciperchile.cl/2020/02/22/ex-presidente-lagos-y-senador-lagos-weber-no-pagan-contribuciones-por-sus-casas-en-caleu/,Benjamín Miranda
https://www.ciperchile.cl/2009/03/31/documento-el-fallo-que-sanciono-a-las-farmacias-por-colusion-en-1995/,Francisca Skoknic
https://www.ciperchile.cl/2013/06/14/vaticano-aplica-medidas-cautelares-a-sacerdote-chileno-ex-superior-mundial-de-la-orden-de-la-merced-acusado-de-abuso-sexual/,Gustavo Villarrubia
https://www.ciperchile.cl/2014/10/22/el-negocio-del-agua-ley-que-rige-hace-26-anos-asegura-millonarias-utilidades-a-sanitarias/,Alberto Arellano
https://www.ciperchile.cl/2014/10/22/el-negocio-del-agua-ley-que-rige-hace-26-anos-asegura-millonarias-utilidades-a-sanitarias/,Víctor Carvajal
https://www.ciperchile.cl/2017/03/27/las-zombis-que-usaron-penta-lan-y-falabella-para-tratar-de-eludir-impuestos/,Juan Andrés Guzmán
https://www.ciperchile.cl/2017/03/27/las-zombis-que-usaron-penta-lan-y-falabella-para-tratar-de-eludir-impuestos/,Catalina Albert
https://www.ciperchile.cl/2011/05/18/el-terremoto-interno-que-vive-la-parroquia-de-karadima/,Gustavo Villarrubia
https://www.ciperchile.cl/2011/05/18/el-terremoto-interno-que-vive-la-parroquia-de-karadima/,Mónica González
https://www.ciperchile.cl/2020/02/13/investigan-al-ejercito-por-la-compra-de-equipos-utilizados-por-la-cia-para-espiar-a-120-paises/,Nicolás Sepúlveda
https://www.ciperchile.cl/2020/02/13/investigan-al-ejercito-por-la-compra-de-equipos-utilizados-por-la-cia-para-espiar-a-120-paises/,Benjamín Miranda
https://www.ciperchile.cl/2016/12/27/la-espesa-trama-financiera-tras-la-fusion-de-las-universidades-gabriela-mistral-y-ucinf/,Nicolás Sepúlveda
https://www.ciperchile.cl/2013/02/12/18-colegios-subvencionados-cerrados-por-el-ministro-beyer-aun-siguen-funcionando/,Josefina Muñoz
https://www.ciperchile.cl/2016/06/21/el-historial-de-irregularidades-del-proyecto-estrella-de-sqm-en-el-negocio-del-yodo/,Alberto Arellano
https://www.ciperchile.cl/2016/06/21/el-historial-de-irregularidades-del-proyecto-estrella-de-sqm-en-el-negocio-del-yodo/,Gabriela Pizarro
https://www.ciperchile.cl/2008/10/17/escaso-control-de-medicamentos-i-el-riesgo-que-corren-los-pacientes-de-hospitales/,Francisca Skoknic
https://www.ciperchile.cl/2010/12/01/habla-primer-investigador-eclesiastico-de-karadima-%e2%80%9cel-caso-me-daba-asco%e2%80%9d/,Gustavo Villarrubia
https://www.ciperchile.cl/2010/12/01/habla-primer-investigador-eclesiastico-de-karadima-%e2%80%9cel-caso-me-daba-asco%e2%80%9d/,Juan Andrés Guzmán
https://www.ciperchile.cl/2021/03/08/las-cifras-del-acoso-sexual-laboral-despues-de-la-ola-feminista-de-2018-1-597-denuncias-y-86-empresas-sancionadas/,Macarena Segovia
https://www.ciperchile.cl/2021/03/08/las-cifras-del-acoso-sexual-laboral-despues-de-la-ola-feminista-de-2018-1-597-denuncias-y-86-empresas-sancionadas/,Graciela Pérez Campbell
https://www.ciperchile.cl/2017/03/21/el-negocio-de-la-sequia-el-punado-de-empresas-de-camiones-aljibe-que-se-reparte-92-mil-millones/,Alberto Arellano
https://www.ciperchile.cl/2011/09/23/la-ciudad-de-los-relaves-peligrosos/,Francisca Skoknic
https://www.ciperchile.cl/2011/08/03/patio-29-la-doble-tragedia-de-las-familias-obligadas-a-devolver-sus-muertos/,Verónica Torres
https://www.ciperchile.cl/2020/09/15/documentos-desclasificados-de-eeuu-registraron-la-genesis-de-la-instruccion-de-nixon-para-derrocar-a-allende/,Peter Kornbluh
https://www.ciperchile.cl/2009/07/20/vivir-yo-morir-en-una-zona-ocupada-de-santiago/,Juan Pablo Figueroa
https://www.ciperchile.cl/2009/07/20/vivir-yo-morir-en-una-zona-ocupada-de-santiago/,Jorge Sullivan
https://www.ciperchile.cl/2013/07/29/instituto-profesional-valle-central-crisis-por-millonario-reparto-de-ganancias-y-pagos-a-empresas-relacionadas/,Francisca Miranda
https://www.ciperchile.cl/2008/12/04/angostura-la-hidroelectrica-que-vuelve-a-despertar-al-bio-bio/,Francisca Skoknic
https://www.ciperchile.cl/2009/04/15/la-conexion-de-patricio-rojas-con-el-caso-mirage-y-sus-negocios-con-el-ministerio-de-defensa/,Sebastián Minay
