url,titulo,entradilla,fecha,n_comentarios,categoria,n_words
https://www.ciperchile.cl/2017/08/16/como-empresas-de-luksic-y-juan-cuneo-usaron-zombis-para-no-pagar-impuestos/,Cómo empresas de Luksic y Juan Cúneo usaron zombis para no pagar impuestos,"En los ’90 las arcas fiscales fueron el blanco de un ataque zombi que buscó eludir impuestos por $1 billón. Exitosas empresas compraron firmas quebradas para esconder sus utilidades. Recién en 2004 el SII las investigó y levantó una nómina de 47 empresas a las que les cuestionó la operación. La ofensiva del SII logró neutralizar solo en parte el ataque. Allí aparece el Grupo Luksic con la compra de una zombi con $76 mil millones en pérdidas y uno de los controladores de Falabella, Juan Cúneo, entre otros. Por primera vez CIPER revela la nómina de esta estrategia de elusión y sus detalles.",2017-08-16,30,Investigación,
https://www.ciperchile.cl/2012/10/05/las-redes-que-el-poli-extendio-en-chile-para-traficar-inmigrantes-haitianos/,Las redes que El Poli extendió en Chile para traficar inmigrantes haitianos,"A no ser por el paso en falso que dio el dominicano Luis Ramírez en el aeropuerto, al perseguir durante meses a “Viviana Rodríguez”, policía chilena, la banda que traficaba con ciudadanos haitianos no habría sido detectada. “Viviana” se convirtió en agente encubierta mientras un equipo especializado les seguía los pasos. En los últimos ocho meses todos ellos vieron cómo 17 haitianos fueron traídos a Chile con promesas de trabajo, a cambio de dinero, para luego ser abandonados a su suerte en la capital. Ramírez, quien se decía ex policía, y exhibía su placa; y su lugarteniente, el que aparecía como pastor evangélico, están en prisión preventiva.",2012-10-05,2,Investigación,
https://www.ciperchile.cl/2017/07/18/la-nebulosa-que-rodea-los-16-200-millones-que-recaudo-carabineros-por-control-de-armas/,La nebulosa que rodea los $16.200 millones que recaudó Carabineros por control de armas,"La molestia acumulada entre armeros, deportistas y propietarios de armas por los altos cobros y fallas en el servicio que les da Carabineros, se convirtió en alarma en marzo. Ese mes se supo que el mismo general Flavio Echeverría, que había administrado con total opacidad los cuantiosos fondos recaudados por inscribir y fiscalizar armas, era el cabecilla del mega fraude en Carabineros. En los últimos 10 años la policía ha recibido $16.200 millones por esa función y nunca ha dado cuenta en detalle en qué los ocupa. Dos oficiales y un civil están acusados de apropiarse de una parte de esos fondos.",2017-07-18,10,Investigación,
https://www.ciperchile.cl/2013/08/01/las-duras-criticas-al-ministro-carreno-y-la-encuesta-que-el-sename-desdeno-en-2011/,Las duras críticas al ministro Carreño y la encuesta que el SENAME desdeñó en 2011,"Tras el escándalo que produjo la investigación de la Comisión Jeldres, las críticas más duras apuntan al ministro de la Corte Suprema Héctor Carreño: fue su decisión de mantener oculto el informe la que puso al Poder Judicial en el banquillo de los acusados por no haber actuado a tiempo frente a los graves abusos detectados. En la misma silla está el SENAME, que a pesar de cuestionar la metodología del estudio, en 2011 realizó una encuesta muy similar que detectó los mismos abusos señalados en el informe de la comisión. Aún así, y aunque había órdenes explícitas para que se denunciaran esos hechos, los resultados de esa encuesta parecen haber quedado mayoritariamente en el plano de la estadística.",2013-08-01,12,Investigación,
https://www.ciperchile.cl/2010/10/07/la-vida-en-europa-de-los-presos-condenados-a-extranamiento-por-delitos-terroristas/,La vida en Europa de los presos condenados a extrañamiento por delitos terroristas,"Llegó la democracia y ellos cambiaron la cárcel por el extrañamiento, sabiendo que si pisan su tierra, quebrantan una pena y pueden ser encarcelados. Ya han perdido parte del acento chileno, pero no los chilenismos ni los ánimos de reivindicar su lucha armada. Mientras en Chile se modifica la Ley Antiterrorista con la que se les condenó en los ochenta, tres de los nueve presos del régimen militar que cumplen condenas de extrañamiento plantean su deseo de regresar.",2010-10-07,22,Investigación,
https://www.ciperchile.cl/2012/07/03/la-polar-i-la-red-de-sociedades-y-millonarias-ganancias-que-devela-como-los-gerentes-participaron-del-fraude/,La Polar I: La red de sociedades y millonarias ganancias que devela cómo los gerentes participaron del fraude,"Esta es la historia de cómo Pablo Alcalde, María Isabel Farah y Julián Moreno, tres ejecutivos claves en el fraude de La Polar, aumentaron su patrimonio al tiempo que la empresa repactaba la deuda de más de un millón de chilenos sin su consentimiento y entregaba resultados financieros falsos al mercado. Alcalde invirtió en fondos mutuos más de $23.500 millones mientras estuvo en la compañía. Las intrincadas operaciones de dinero y sociedades con que los gerentes se convirtieron en dueños de más del 5% de la empresa, muestran el rol de Norberto Morita y Raúl Sotomayor (Southern Cross), quienes dirigieron La Polar hasta 2009, y cómo en 2010 los gerentes liquidaron sus acciones antes del escándalo.",2012-07-03,11,Investigación,
https://www.ciperchile.cl/2012/01/31/sistema-de-acreditacion-universitaria-bajo-sospecha-por-polemico-contrato/,Sistema de acreditación universitaria bajo sospecha por polémico contrato,"La Comisión Nacional de Acreditación (CNA) es la única garantía que tienen un millón de alumnos de educación superior de que la enseñanza que reciben cumple con algún estándar. Los estudiantes que marcharon el año pasado reclamaron entre otras cosas por la calidad de las acreditaciones dadas por la CNA. Ahora un contrato entre un consejero de la CNA y la U. del Mar –que el funcionario ayudó a acreditar- desata críticas sobre el cruce de intereses que la ley permite a los miembros del organismo. El punto es clave porque cuando la CNA acredita a una institución, esta accede a los millones del CAE.",2012-01-31,11,Investigación,
https://www.ciperchile.cl/2013/06/10/%e2%80%9cpuede-que-el-sistema-se-haya-desvirtuado-un-poco-que-se-nos-haya-ido-de-las-manos%e2%80%9d/,"“Puede que el sistema se haya desvirtuado un poco, que se nos haya ido de las manos”","El director del Hospital San José, el ingeniero Raúl Vásquez, asumió en 2012 con la misión de gestionar las abultadas listas de espera del hospital para enfermedades no Auge, las que ostentaban un triste récord en el Repositorio Nacional de Lista de Espera (RNLE). Para disminuir el número de pacientes de 194 mil, que figuran en 2010 según cifras del Servicio de Salud Metropolitano Norte (SSMN), se aplicó una estrategia de choque, habilitándose a quince cuadras del hospital el policlínico Maruri. Allí se contrató a un equipo de jóvenes médicos generales recién titulados que terminaron atendiendo a cinco mil pacientes al mes, actuando como especialistas y vulnerando las normas. Además, la investigación de CIPER reveló que parte de la disminución de las listas de espera –actualmente entre 52  y 58 mil pacientes-, se hizo sacando irregularmente a los pacientes de ellas, quedando los enfermos en un terreno de nadie, obligados a iniciar de nuevo el recorrido por el sistema de salud en los consultorios.

En esta entrevista, el ingeniero Vásquez afirma que el policlínico Maruri ayudó en la tarea de filtrar y disminuir pacientes, pero admite que faltó fiscalización y que la gestión de los jóvenes médicos generales se volvió “inmanejable”.",2013-06-10,11,Actualidad,
https://www.ciperchile.cl/2008/10/22/escaso-control-de-medicamentos-ii-las-duras-lecciones-de-la-cenabast/,Escaso control de medicamentos (II): Las nuevas reglas en las compras públicas,"Los cuestionamientos a la calidad de los medicamentos obligaron a la Central Nacional de Abstecimiento (Cenabast) a reformular sus procedimientos. Eso redujo primero la participación de BestPharma en las compras públicas y luego, en 2007,  alertó de una de las más graves faltas del laboratorio: una droga contra el cáncer que era infectiva y que fue clave en el cierre de BestPharma. De acuerdo a un estudio privado en desarrollo, el Instituto de Salud Pública (ISP) también debería hacer cambios profundos para poder garantizar la seguridad de los medicamentos.",2008-10-22,8,Investigación,
https://www.ciperchile.cl/2012/02/02/millonarias-irregularidades-en-las-compras-de-una-unidad-clave-de-carabineros/,Millonarias irregularidades en las compras de una unidad clave de Carabineros,"Adquisiciones con sobreprecios millonarios, proveedores privilegiados, como Mellafe y Salas; trampas al sistema de Chile Compra y contratos por trato directo que benefician a los hijos del ex general director Fernando Cordero, son parte de las irregularidades detectadas por CIPER en el Departamento de Tecnologías de la Información y Comunicaciones de Carabineros (TIC). La repartición maneja un presupuesto anual de $ 40 mil millones. La historia incluye pagos hechos por oficiales a ex funcionarias para garantizar su silencio.",2012-02-02,72,Investigación,
https://www.ciperchile.cl/2014/04/11/los-ninos-dados-por-muertos-que-el-cura-gerardo-joannon-entrego-para-adopcion/,Los niños dados por muertos que el cura Gerardo Joannon entregó para adopción,"En 2004 y 2005 la revelación de algunos secretos de familia conmocionó a ciertos círculos de la capital. Aparecieron niñas que se habían dado por muertas al nacer y que eran hijas de madres solteras. La verdad es que fueron dadas en adopción engañando a sus padres biológicos. En la mayoría de los casos fueron las familias de estas jóvenes las que decidieron arrebatarles a sus hijos, con la ayuda de sacerdotes y ginecólogos. CIPER reconstituyó dos de estas historias en las que le cupo un rol principal al sacerdote Gerardo Joannon, quien reconoció los hechos.",2014-04-11,142,Investigación,
https://www.ciperchile.cl/2019/05/15/las-graves-criticas-internas-al-equipo-de-la-contraloria-a-cargo-de-auditar-a-naciones-unidas/,Las graves críticas internas al equipo de la Contraloría a cargo de auditar a Naciones Unidas,"A fines de 2017 la Contraloría se convirtió en flamante miembro de la Junta de Auditores de Naciones Unidas. Conformada por solo tres países, es la responsable de revisar las cuentas de sus programas en distintos continentes. CIPER accedió a un informe interno del ente de control que dirige Jorge Bermúdez, el que evidencia severos cuestionamientos a las competencias de casi todos los jefes del equipo chileno a cargo de esa delicada misión. La Contraloría debe remitir a la ONU su primer informe en junio. A nombramientos fallidos en al menos dos cargos de alta responsabilidad, se suman contrataciones de auditores “sobre la hora”, los mismos que fueron rechazados con anterioridad por no cumplir con el perfil exigido por la institución.",2019-05-15,13,Investigación,121.0
https://www.ciperchile.cl/2012/08/01/los-dineros-que-el-ex-rector-raul-urrutia-vio-salir-en-sus-49-dias-como-rector-de-la-udm/,Los dineros que el abogado Raúl Urrutia vio salir en sus 49 días como rector de la UDM,"En su breve período en la rectoría de la Universidad del Mar (UDM), Raúl Urrutia vio cómo el dinero de esta entidad era absorbido por la red de 85 inmobiliarias y sociedades de inversión que identificó CIPER. Arriendos abultados, pago de cuantiosos honorarios a los dueños de la universidad y a sus familiares, forman parte de un estilo de administración que dejaba a la UDM endeudada y funcionando con el mínimo. En la segunda parte de esta investigación se muestra cómo los enormes recursos extraídos fueron la causa del mal nivel académico de una entidad que en 2011 recibió $3.300 millones de dinero fiscal para educar a jóvenes de escasos recursos",2012-08-01,2,Investigación,
https://www.ciperchile.cl/2008/12/23/las-cuentas-del-mop-otra-vez-bajo-la-lupa/,Las cuentas del MOP otra vez bajo la lupa,"Cuando el MOP-Gate y las críticas al sobreendeudamiento de esa cartera parecían sepultados, la reforma a la Ley de Concesiones y la posible creación de una superintendencia del sector resucitaron los cuestionamientos. Y con fuerza. Un estudio que analizó documentos oficiales del MOP, indica que ese ministerio pactó con empresas del sistema de concesiones -sin licitación- ampliaciones de obras y modificaciones de contratos que significarán transferirles US$ 2.810 millones. Se trata nada menos que de un 25% del total invertido en obras concesionadas. Las empresas y el MOP dicen que la cifra real “sólo” alcanza a un 18,6% del total.",2008-12-23,21,Investigación,
https://www.ciperchile.cl/2012/01/04/tribunales-declaran-ilegales-las-expulsiones-de-alumnos-por-tomas-de-colegios/,Tribunales declaran ilegales las expulsiones de alumnos por tomas de colegios,"No hay cifras de cuántos alumnos han sido expulsados de sus colegios por participar de las protestas en 2011. La Defensoría Popular ya ha contabilizado 350 en Santiago, pero presumen que el número se elevará este mes durante el proceso de matrículas. Algunos alcaldes, como Cristián Labbé, reclaman que las tomas afectaron el derecho de propiedad y que los alumnos deben ser sancionados. Pero varios tribunales han declarado ilegales las expulsiones. La Corte de Valdivia argumentó que una toma no es un asunto judicial ni delictual, sino político: es el gobierno el que debe darle solución y no los jueces.",2012-01-04,9,Investigación,
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Chile compró un millón de kits para exámenes de Covid-19 y laboratorios cuestionan su eficacia,"La red de salud adquirió un millón de kits para exámenes de Covid-19, pero algunos encargados de laboratorios habilitados para procesarlos reclaman que no sirven: dicen que las tórulas compradas (una especie de “cotonito” largo) son rígidas, por lo que no pueden introducirse por la nariz hasta la garganta. La Sociedad Chilena de Infectología alertó al Minsal que esto puede multiplicar los “falsos negativos”. El gobierno pagará $8.900 millones por la compra. En el mercado hay productos similares a un tercio del valor a pagar por cada unidad. La empresa que vendió los kits justifica su precio porque serían más seguros y no requieren cadena de frío.",2020-04-19,5,Investigación,1815.0
https://www.ciperchile.cl/2016/04/03/the-panama-papers-secretos-de-la-fifa-messi-y-los-pagos-ocultos-de-la-real-sociedad/,"“The Panama Papers”: secretos de la FIFA, Messi y los pagos ocultos de la Real Sociedad","Los millones de archivos de Mossack Fonseca esconden secretos que agravan la delicada situación judicial de dirigentes de la FIFA. Allí aparecen negocios ocultos entre el miembro del Comité Independiente de Ética de la FIFA, J.P. Damiani, con el ex vicepresidente del organismo, el uruguayo Eugenio Figueredo, acusado de fraude y lavado de dinero. También con los argentinos Hugo y Mariano Jinkins, acusados de pagar sobornos para adjudicarse transmisiones de campeonatos FIFA. Entre quienes han ocupado los servicios del bufete panameño figuran Lionel Messi y el ex jugador y dirigente FIFA Michel Platini.",2016-04-03,1,Investigación,
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,Los directores y gerentes de AFP relacionados con sociedades en paraísos fiscales que nadie fiscaliza,"Los altos cargos de las AFP deben declarar sus sociedades –y las de sus cónyuges– para evitar que sus negocios se beneficien con las inversiones de los fondos previsionales. Pero la norma no incluye sociedades creadas en el extranjero. CIPER detectó al menos tres directores y dos gerentes relacionados con sociedades en paraísos fiscales. Cuatro de ellos figuran directamente en esas firmas. En el quinto caso, la sociedad fue creada por sus padres y su hermano. Aunque es un grupo pequeño respecto del universo de directores y gerentes, revela un vacío legal: nadie revisa a qué se dedican estas compañías y si se relacionan con inversiones de las AFP.",2020-06-29,61,Investigación,1885.0
https://www.ciperchile.cl/2013/05/02/renuncia-grupo-de-asesores-de-confianza-del-ex-director-del-ine/,Renuncia grupo de asesores de confianza del ex director del INE,"Tres de los cuatro asesores directos del ex director del INE, Francisco Labbé, que tuvieron un rol clave en la estrategia comunicacional del Censo 2012, abandonaron la institución:  Eduardo Carrasco, jefe del proyecto Censo; Maximiliano Raide y la periodista Carmen Paz Maldonado. En tanto, el cuarto asesor,  Sebastián Mathews, presentó licencia médica. El nuevo director, Juan Eduardo Coeymans, encargó auditorías internas y externas, para transparentar los procedimientos internos.",2013-05-02,15,Investigación,
https://www.ciperchile.cl/2017/11/13/el-paraiso-terrenal-de-los-legionarios-de-cristo-en-bermudas/,El paraíso terrenal de los Legionarios de Cristo en Bermudas,"Durante dos décadas, Marcial Maciel y sus colaboradores montaron en Bermudas e Islas Vírgenes una estructura financiera por la que fluían recursos de la Legión de Cristo, de acuerdo a los documentos filtrados del bufete Appleby. Rectores y directivos de su red de universidades –con ingresos de US$300 millones al año– tenían las firmas autorizadas para manejar el dinero. Entre los nombres vinculados a sociedades offshore está el de un sacerdote chileno y el del rector de la Universidad Finis Terrae. Ese esquema secreto se desmanteló cuando el Vaticano intervino la congregación.",2017-11-13,0,Investigación,
https://www.ciperchile.cl/2013/07/09/interrogan-cuatro-horas-a-ex-gerente-general-de-corpesca-por-posible-soborno-en-ley-de-pesca/,Ley de Pesca: interrogan cuatro horas a ex gerente general de Corpesca por posible soborno,"La investigación por posible cohecho y soborno en la Ley de Pesca, que tiene bajo la lupa a la diputada Marta Isasi y a Corpesca, se desarrolla en tres frentes y sin tregua. Al interrogatorio del ex gerente de la empresa de Angelini se sumó la revisión total a los gastos de campaña declarados por Isasi ante el Servel y el cotejo con los aportes reservados que recibió de empresas. Hasta ahora las cifras no cuadran. En la Cámara, su Comisión de Ética evalúa sanciones y faltas a la probidad. Su votación junto a otros diputados, como Orlando Vargas (PPD), abre nuevas aristas para un juicio que torna urgente la regulación del lobby.",2013-07-09,8,Investigación,
https://www.ciperchile.cl/2012/11/30/paraguay-el-obispo-y-sus-tiburones/,Paraguay: El obispo y sus tiburones,Los planes para destituir de la Presidencia de Paraguay a Fernando Lugo comenzaron a incubarse en 2008. CIPER entrega el primero de una serie de reportajes que la Agência Pública de Periodismo Investigativo de Brasil realizó para ahondar en la historia del juicio político que dejó sin el mandato de la nación al ex obispo paraguayo.,2012-11-30,0,Investigación,
https://www.ciperchile.cl/2008/05/23/el-pasado-que-incomoda-al-director-de-la-policia-de-investigaciones/,El pasado que incomoda al director de la Policía de Investigaciones,"Arturo Herrera desarrolló casi la mitad de su carrera en dictadura. En 1973 se inició en Policía Internacional y luego fue hombre de confianza de los generales y directores de Investigaciones Ernesto Baeza y Fernando Paredes. Con el primero asistió a la estrecha colaboración con la DINA en los años más duros del régimen militar. Y fue ayudante de Paredes en los ’80, cuando la policía civil se coordinaba con la CNI en operativos, torturas y obstaculización de la justicia. Cuando sucedió a Mery el 2003, volvió a abrirle las puertas de la institución a Paredes y diseñó un alto mando con hombres provenientes de las dos antiguas fuerzas de elite creadas para la represión. Dos décadas después, el pasado sigue presente en el hombre que aspira ser confirmado como jefe de Interpol.",2008-05-23,130,Investigación,
https://www.ciperchile.cl/2011/02/02/felix-bulnes-2/,El desembarco de la Universidad Mayor en el Hospital Félix Bulnes,"El Hospital Félix Bulnes fue el más dañado de toda la Región Metropolitana después del terremoto, aunque desde hacía años los temblores internos movían su estructura. En 1999, el Félix Bulnes se convirtió en el principal campo clínico de la Universidad Mayor. Esa alianza docente asistencial trajo recursos que de otra forma no llegarían: cada año, la universidad aporta 11.100 UF. Con esos dineros ya tienen servicio de urgencia y de maternidad nuevos. Pero también provocó problemas. Miles de horas perdidas de atención a pacientes porque algunos doctores no devuelven al servicio las horas de docencia y la fuga de especialistas que son reemplazados por jóvenes ex alumnos de la casa de estudios privada. Varios médicos del servicio de medicina consultados por CIPER concuerdan en que ahí se ha perdido el foco: que lo docente está por sobre lo asistencial y que quien manda ya no es la dirección del hospital, sino que la Universidad Mayor.",2011-02-02,40,Investigación,
https://www.ciperchile.cl/2015/03/11/el-expediente-de-irregularidades-de-las-instituciones-que-ocupan-el-antiguo-hospital-san-jose/,El expediente de irregularidades de las instituciones que ocupan el antiguo Hospital San José,"El imponente ex Hospital San José debió haber sido desde 2001 un gran centro cultural y de salud. No fue así. El Servicio de Salud Metropolitano Norte (SSMN) dio las 5,5 hectáreas en comodato sin que nadie fiscalizara para qué se usaban. En 2012 la Contraloría descubrió que instituciones sin fines de lucro crearon sociedades para gestionar eventos, estacionamientos, un restaurant, entre otras irregularidades. El SSMN decidió poner fin a uno de los ocho comodatos. Está por verse si el recinto volverá a ser parte del hospital para atender un sector vulnerable y con déficit de servicios clínicos.",2015-03-11,3,Investigación,
https://www.ciperchile.cl/2020/12/29/la-lista-que-el-mundo-politico-queria-enterrar-los-involucrados-en-platas-ilegales-que-figuran-en-los-tribunales-tributarios/,La lista que el mundo político quería enterrar: los involucrados en platas ilegales que figuran en los Tribunales Tributarios,"Cuando la Fiscalía acreditó que la precampaña de Michelle Bachelet fue financiada por SQM, el SII dejó de hacer denuncias ante la justicia penal. Solo SQM, Penta y Corpesca fueron investigadas y al resto de las empresas las enviaron a los Tribunales Tributarios, donde se les aplicaron multas. A algunas, como Ripley y Cencosud, ni siquiera se les sancionó por el total de las boletas. CIPER revisó esos procesos y detectó 28 empresas involucradas. Entre las boletas rectificadas figuran pagos a personas o sociedades vinculadas a los presidentes de la DC y UDI, a un ministro del Tribunal Constitucional, a parlamentarios, a ex ministros, a Michelle Bachelet y a Sebastián Piñera, entre otras figuras públicas. Una nómina a tener en cuenta en época de elecciones.",2020-12-29,28,Investigación,4870.0
https://www.ciperchile.cl/2010/07/07/mariana-callejas-%e2%80%9ces-tan-triste-escribir-y-que-no-te-publique-nadie%e2%80%9d/,Mariana Callejas: “Es tan triste escribir y que no te publique nadie”,"Semanas antes del fallo de la Corte Suprema que rebajó la sentencia de primera instancia del juez Alejandro Solís de 20 años de cárcel a sólo 5 y sin cárcel para la coautora del crimen del general Carlos Prats y su esposa, Sofía Cuthbert, Mariana Callejas abrió la puerta de su departamento de dos ambientes en Providencia para conversar sobre su promisoria carrera literaria, que se vio truncada por su participación en la DINA. Sólo pidió una condición: “A mí no se me trata de usted”, advirtió.",2010-07-07,20,Investigación,
