url,tema
https://www.ciperchile.cl/2020/09/20/sin-controles-de-los-bancos-globales-el-dinero-sucio-destruye-suenos-y-vidas/,HSBC
https://www.ciperchile.cl/2020/09/20/sin-controles-de-los-bancos-globales-el-dinero-sucio-destruye-suenos-y-vidas/,ICIJ
https://www.ciperchile.cl/2020/09/20/sin-controles-de-los-bancos-globales-el-dinero-sucio-destruye-suenos-y-vidas/,JPMorgan
https://www.ciperchile.cl/2020/09/20/sin-controles-de-los-bancos-globales-el-dinero-sucio-destruye-suenos-y-vidas/,Lavado de activos
https://www.ciperchile.cl/2020/09/20/sin-controles-de-los-bancos-globales-el-dinero-sucio-destruye-suenos-y-vidas/,Lavado de dinero
https://www.ciperchile.cl/2020/09/20/sin-controles-de-los-bancos-globales-el-dinero-sucio-destruye-suenos-y-vidas/,Standard Chartered
https://www.ciperchile.cl/2014/07/30/las-conexiones-con-el-lobby-de-los-principales-negociadores-del-gobierno-en-el-congreso/,Congreso
https://www.ciperchile.cl/2014/07/30/las-conexiones-con-el-lobby-de-los-principales-negociadores-del-gobierno-en-el-congreso/,Gobierno
https://www.ciperchile.cl/2014/07/30/las-conexiones-con-el-lobby-de-los-principales-negociadores-del-gobierno-en-el-congreso/,Lobby
https://www.ciperchile.cl/2014/07/30/las-conexiones-con-el-lobby-de-los-principales-negociadores-del-gobierno-en-el-congreso/,Política
https://www.ciperchile.cl/2011/02/09/demolicion-de-torres-en-concepcion-constructora-con-mas-edificios-danados-gana-licitacion/,Reconstrucción
https://www.ciperchile.cl/2011/02/09/demolicion-de-torres-en-concepcion-constructora-con-mas-edificios-danados-gana-licitacion/,Terremoto
https://www.ciperchile.cl/2012/08/06/la-desafortunada-contradiccion-de-las-olimpiadas/,Internacional
https://www.ciperchile.cl/2014/05/05/u-andres-bello-u-las-americas-y-u-vina-del-mar-como-laureate-tomo-el-control-de-un-lucrativo-negocio/,Educación
https://www.ciperchile.cl/2012/05/28/ley-sep-ranking-de-la-20-municipalidades-mas-cuestionadas-por-contraloria/,Educación
https://www.ciperchile.cl/2017/08/16/como-empresas-de-luksic-y-juan-cuneo-usaron-zombis-para-no-pagar-impuestos/,Falabella
https://www.ciperchile.cl/2017/08/16/como-empresas-de-luksic-y-juan-cuneo-usaron-zombis-para-no-pagar-impuestos/,Impuestos
https://www.ciperchile.cl/2017/08/16/como-empresas-de-luksic-y-juan-cuneo-usaron-zombis-para-no-pagar-impuestos/,Luksic
https://www.ciperchile.cl/2017/08/16/como-empresas-de-luksic-y-juan-cuneo-usaron-zombis-para-no-pagar-impuestos/,Sebastián Piñera
https://www.ciperchile.cl/2017/08/16/como-empresas-de-luksic-y-juan-cuneo-usaron-zombis-para-no-pagar-impuestos/,Sii
https://www.ciperchile.cl/2017/08/16/como-empresas-de-luksic-y-juan-cuneo-usaron-zombis-para-no-pagar-impuestos/,zombis
https://www.ciperchile.cl/2012/10/05/las-redes-que-el-poli-extendio-en-chile-para-traficar-inmigrantes-haitianos/,Trata de Personas
https://www.ciperchile.cl/2017/07/18/la-nebulosa-que-rodea-los-16-200-millones-que-recaudo-carabineros-por-control-de-armas/,Carabineros
https://www.ciperchile.cl/2013/08/01/las-duras-criticas-al-ministro-carreno-y-la-encuesta-que-el-sename-desdeno-en-2011/,Justicia
https://www.ciperchile.cl/2013/08/01/las-duras-criticas-al-ministro-carreno-y-la-encuesta-que-el-sename-desdeno-en-2011/,Niños
https://www.ciperchile.cl/2013/08/01/las-duras-criticas-al-ministro-carreno-y-la-encuesta-que-el-sename-desdeno-en-2011/,Sename
https://www.ciperchile.cl/2010/10/07/la-vida-en-europa-de-los-presos-condenados-a-extranamiento-por-delitos-terroristas/,FPMR
https://www.ciperchile.cl/2010/10/07/la-vida-en-europa-de-los-presos-condenados-a-extranamiento-por-delitos-terroristas/,Justicia
https://www.ciperchile.cl/2012/07/03/la-polar-i-la-red-de-sociedades-y-millonarias-ganancias-que-devela-como-los-gerentes-participaron-del-fraude/,La Polar
https://www.ciperchile.cl/2012/01/31/sistema-de-acreditacion-universitaria-bajo-sospecha-por-polemico-contrato/,Educación
https://www.ciperchile.cl/2013/06/10/%e2%80%9cpuede-que-el-sistema-se-haya-desvirtuado-un-poco-que-se-nos-haya-ido-de-las-manos%e2%80%9d/,Salud
https://www.ciperchile.cl/2008/10/22/escaso-control-de-medicamentos-ii-las-duras-lecciones-de-la-cenabast/,Medicamentos
https://www.ciperchile.cl/2008/10/22/escaso-control-de-medicamentos-ii-las-duras-lecciones-de-la-cenabast/,Salud
https://www.ciperchile.cl/2012/02/02/millonarias-irregularidades-en-las-compras-de-una-unidad-clave-de-carabineros/,Carabineros
https://www.ciperchile.cl/2014/04/11/los-ninos-dados-por-muertos-que-el-cura-gerardo-joannon-entrego-para-adopcion/,Aborto
https://www.ciperchile.cl/2014/04/11/los-ninos-dados-por-muertos-que-el-cura-gerardo-joannon-entrego-para-adopcion/,Adopción
https://www.ciperchile.cl/2014/04/11/los-ninos-dados-por-muertos-que-el-cura-gerardo-joannon-entrego-para-adopcion/,Iglesia
https://www.ciperchile.cl/2014/04/11/los-ninos-dados-por-muertos-que-el-cura-gerardo-joannon-entrego-para-adopcion/,Médicos
https://www.ciperchile.cl/2019/05/15/las-graves-criticas-internas-al-equipo-de-la-contraloria-a-cargo-de-auditar-a-naciones-unidas/,Contralor
https://www.ciperchile.cl/2019/05/15/las-graves-criticas-internas-al-equipo-de-la-contraloria-a-cargo-de-auditar-a-naciones-unidas/,Contraloría
https://www.ciperchile.cl/2019/05/15/las-graves-criticas-internas-al-equipo-de-la-contraloria-a-cargo-de-auditar-a-naciones-unidas/,Fiscalización
https://www.ciperchile.cl/2019/05/15/las-graves-criticas-internas-al-equipo-de-la-contraloria-a-cargo-de-auditar-a-naciones-unidas/,Naciones Unidas
https://www.ciperchile.cl/2012/08/01/los-dineros-que-el-ex-rector-raul-urrutia-vio-salir-en-sus-49-dias-como-rector-de-la-udm/,Educación
https://www.ciperchile.cl/2012/08/01/los-dineros-que-el-ex-rector-raul-urrutia-vio-salir-en-sus-49-dias-como-rector-de-la-udm/,Universidad del Mar
https://www.ciperchile.cl/2008/12/23/las-cuentas-del-mop-otra-vez-bajo-la-lupa/,Concesiones
https://www.ciperchile.cl/2008/12/23/las-cuentas-del-mop-otra-vez-bajo-la-lupa/,Gasto fiscal
https://www.ciperchile.cl/2008/12/23/las-cuentas-del-mop-otra-vez-bajo-la-lupa/,Obras Públicas
https://www.ciperchile.cl/2012/01/04/tribunales-declaran-ilegales-las-expulsiones-de-alumnos-por-tomas-de-colegios/,Educación
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Coronavirus
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,COVID-19
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Geosur
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Ministerio de Salud
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Minsal
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Pandemia
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Sociedad Chilena de Infectología
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Tórulas
https://www.ciperchile.cl/2020/04/19/chile-compro-un-millon-de-kits-para-examenes-de-covid-19-y-laboratorios-cuestionan-su-eficacia/,Virus
https://www.ciperchile.cl/2016/04/03/the-panama-papers-secretos-de-la-fifa-messi-y-los-pagos-ocultos-de-la-real-sociedad/,FIFA
https://www.ciperchile.cl/2016/04/03/the-panama-papers-secretos-de-la-fifa-messi-y-los-pagos-ocultos-de-la-real-sociedad/,Panama Papers
https://www.ciperchile.cl/2016/04/03/the-panama-papers-secretos-de-la-fifa-messi-y-los-pagos-ocultos-de-la-real-sociedad/,Paraísos Fiscales
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,Administradora Fondos de Pensiones
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,AFP
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,AFP Capital
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,AFP Cuprum
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,AFP Hábitat
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,AFP Modelo
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,Paraísos Fiscales
https://www.ciperchile.cl/2020/06/29/los-directores-y-gerentes-de-afp-que-tienen-sociedades-en-paraisos-fiscales-que-nadie-fiscaliza/,Superintendencia de Pensiones
https://www.ciperchile.cl/2013/05/02/renuncia-grupo-de-asesores-de-confianza-del-ex-director-del-ine/,Censo
https://www.ciperchile.cl/2013/05/02/renuncia-grupo-de-asesores-de-confianza-del-ex-director-del-ine/,INE
https://www.ciperchile.cl/2017/11/13/el-paraiso-terrenal-de-los-legionarios-de-cristo-en-bermudas/,Iglesia
https://www.ciperchile.cl/2017/11/13/el-paraiso-terrenal-de-los-legionarios-de-cristo-en-bermudas/,Impuestos
https://www.ciperchile.cl/2017/11/13/el-paraiso-terrenal-de-los-legionarios-de-cristo-en-bermudas/,Legionarios de Cristo
https://www.ciperchile.cl/2017/11/13/el-paraiso-terrenal-de-los-legionarios-de-cristo-en-bermudas/,Papeles del Paraíso
https://www.ciperchile.cl/2017/11/13/el-paraiso-terrenal-de-los-legionarios-de-cristo-en-bermudas/,Paraísos Fiscales
https://www.ciperchile.cl/2013/07/09/interrogan-cuatro-horas-a-ex-gerente-general-de-corpesca-por-posible-soborno-en-ley-de-pesca/,Congreso
https://www.ciperchile.cl/2013/07/09/interrogan-cuatro-horas-a-ex-gerente-general-de-corpesca-por-posible-soborno-en-ley-de-pesca/,Diputados
https://www.ciperchile.cl/2013/07/09/interrogan-cuatro-horas-a-ex-gerente-general-de-corpesca-por-posible-soborno-en-ley-de-pesca/,Lobby
https://www.ciperchile.cl/2013/07/09/interrogan-cuatro-horas-a-ex-gerente-general-de-corpesca-por-posible-soborno-en-ley-de-pesca/,Transparencia
https://www.ciperchile.cl/2012/11/30/paraguay-el-obispo-y-sus-tiburones/,Fernando Lugo
https://www.ciperchile.cl/2012/11/30/paraguay-el-obispo-y-sus-tiburones/,Paraguay
https://www.ciperchile.cl/2012/11/30/paraguay-el-obispo-y-sus-tiburones/,Política
https://www.ciperchile.cl/2008/05/23/el-pasado-que-incomoda-al-director-de-la-policia-de-investigaciones/,Derechos Humanos
https://www.ciperchile.cl/2008/05/23/el-pasado-que-incomoda-al-director-de-la-policia-de-investigaciones/,Pinochet
https://www.ciperchile.cl/2008/05/23/el-pasado-que-incomoda-al-director-de-la-policia-de-investigaciones/,Policía
https://www.ciperchile.cl/2011/02/02/felix-bulnes-2/,Félix Bulnes
https://www.ciperchile.cl/2011/02/02/felix-bulnes-2/,Hospitales
https://www.ciperchile.cl/2011/02/02/felix-bulnes-2/,Universidades
https://www.ciperchile.cl/2015/03/11/el-expediente-de-irregularidades-de-las-instituciones-que-ocupan-el-antiguo-hospital-san-jose/,Hospital San José
https://www.ciperchile.cl/2020/12/29/la-lista-que-el-mundo-politico-queria-enterrar-los-involucrados-en-platas-ilegales-que-figuran-en-los-tribunales-tributarios/,Audio/CIPER
https://www.ciperchile.cl/2020/12/29/la-lista-que-el-mundo-politico-queria-enterrar-los-involucrados-en-platas-ilegales-que-figuran-en-los-tribunales-tributarios/,Grupo Angelini
https://www.ciperchile.cl/2020/12/29/la-lista-que-el-mundo-politico-queria-enterrar-los-involucrados-en-platas-ilegales-que-figuran-en-los-tribunales-tributarios/,Grupo Said
https://www.ciperchile.cl/2020/12/29/la-lista-que-el-mundo-politico-queria-enterrar-los-involucrados-en-platas-ilegales-que-figuran-en-los-tribunales-tributarios/,platas políticas
https://www.ciperchile.cl/2020/12/29/la-lista-que-el-mundo-politico-queria-enterrar-los-involucrados-en-platas-ilegales-que-figuran-en-los-tribunales-tributarios/,Servicio de Impuestos Internos
https://www.ciperchile.cl/2020/12/29/la-lista-que-el-mundo-politico-queria-enterrar-los-involucrados-en-platas-ilegales-que-figuran-en-los-tribunales-tributarios/,Sii
https://www.ciperchile.cl/2020/12/29/la-lista-que-el-mundo-politico-queria-enterrar-los-involucrados-en-platas-ilegales-que-figuran-en-los-tribunales-tributarios/,Tribunales Tributarios
https://www.ciperchile.cl/2010/07/07/mariana-callejas-%e2%80%9ces-tan-triste-escribir-y-que-no-te-publique-nadie%e2%80%9d/,Derechos Humanos
https://www.ciperchile.cl/2010/07/07/mariana-callejas-%e2%80%9ces-tan-triste-escribir-y-que-no-te-publique-nadie%e2%80%9d/,Justicia
https://www.ciperchile.cl/2010/07/07/mariana-callejas-%e2%80%9ces-tan-triste-escribir-y-que-no-te-publique-nadie%e2%80%9d/,Mariana Callejas
https://www.ciperchile.cl/2018/02/23/las-tres-reuniones-en-las-que-bruno-villalobos-respaldo-las-pericias-de-smith/,Carabineros
https://www.ciperchile.cl/2018/02/23/las-tres-reuniones-en-las-que-bruno-villalobos-respaldo-las-pericias-de-smith/,Fiscalía
https://www.ciperchile.cl/2018/02/23/las-tres-reuniones-en-las-que-bruno-villalobos-respaldo-las-pericias-de-smith/,Mapuches
https://www.ciperchile.cl/2018/02/23/las-tres-reuniones-en-las-que-bruno-villalobos-respaldo-las-pericias-de-smith/,Michelle Bachelet
https://www.ciperchile.cl/2018/02/23/las-tres-reuniones-en-las-que-bruno-villalobos-respaldo-las-pericias-de-smith/,Operación Huracán
https://www.ciperchile.cl/2016/09/14/contrato-financiado-con-fondos-de-monticello-enfrenta-a-mostazal-con-empresa-representada-por-tesorero-udi/,Municipalidades
https://www.ciperchile.cl/2011/07/21/las-huellas-de-morita-en-la-polar-la-formula-que-convirtio-a-los-gerentes-en-socios-del-negocio/,La Polar
https://www.ciperchile.cl/2011/06/08/el-hotel-donde-se-maltrata-a-los-trabajadores-accidentados/,Accidentes
https://www.ciperchile.cl/2011/06/08/el-hotel-donde-se-maltrata-a-los-trabajadores-accidentados/,ACHS
https://www.ciperchile.cl/2011/06/08/el-hotel-donde-se-maltrata-a-los-trabajadores-accidentados/,Mutual
https://www.ciperchile.cl/2011/06/08/el-hotel-donde-se-maltrata-a-los-trabajadores-accidentados/,Trabajadores
https://www.ciperchile.cl/2011/06/08/el-hotel-donde-se-maltrata-a-los-trabajadores-accidentados/,Trabajo
https://www.ciperchile.cl/2014/11/05/mas-de-300-empresas-tienen-acuerdos-con-luxemburgo-para-pagar-menos-impuestos/,ICIJ
https://www.ciperchile.cl/2014/11/05/mas-de-300-empresas-tienen-acuerdos-con-luxemburgo-para-pagar-menos-impuestos/,Impuestos
https://www.ciperchile.cl/2014/11/05/mas-de-300-empresas-tienen-acuerdos-con-luxemburgo-para-pagar-menos-impuestos/,Luxleaks
https://www.ciperchile.cl/2011/12/02/el-ultimo-golpe-de-wikileaks-mapa-identifica-a-las-empresas-que-tienen-al-mundo-bajo-vigilancia/,Wikileaks
https://www.ciperchile.cl/2017/08/31/las-zombis-que-usaron-ponce-lerou-leonidas-vial-y-andres-navarro-para-eludir-impuestos/,Impuestos
https://www.ciperchile.cl/2017/08/31/las-zombis-que-usaron-ponce-lerou-leonidas-vial-y-andres-navarro-para-eludir-impuestos/,SQM
https://www.ciperchile.cl/2017/08/31/las-zombis-que-usaron-ponce-lerou-leonidas-vial-y-andres-navarro-para-eludir-impuestos/,zombis
https://www.ciperchile.cl/2011/03/28/ricardo-palma-salamanca-las-contradicciones-del-pistolero-de-la-transicion/,FPMR
https://www.ciperchile.cl/2014/08/12/crisis-en-la-universidad-arcis-como-entro-y-salio-el-partido-comunista-del-negocio-de-la-educacion-superior/,CNA
https://www.ciperchile.cl/2014/08/12/crisis-en-la-universidad-arcis-como-entro-y-salio-el-partido-comunista-del-negocio-de-la-educacion-superior/,Educación
https://www.ciperchile.cl/2014/08/12/crisis-en-la-universidad-arcis-como-entro-y-salio-el-partido-comunista-del-negocio-de-la-educacion-superior/,Max Marambio
https://www.ciperchile.cl/2014/08/12/crisis-en-la-universidad-arcis-como-entro-y-salio-el-partido-comunista-del-negocio-de-la-educacion-superior/,Partidos Políticos
https://www.ciperchile.cl/2014/08/12/crisis-en-la-universidad-arcis-como-entro-y-salio-el-partido-comunista-del-negocio-de-la-educacion-superior/,Universidades
https://www.ciperchile.cl/2013/05/17/asi-votaron-los-107-diputados-que-definieron-el-articulado-de-la-ley-de-pesca-2/,Diputados
https://www.ciperchile.cl/2013/05/17/asi-votaron-los-107-diputados-que-definieron-el-articulado-de-la-ley-de-pesca-2/,Lobby
https://www.ciperchile.cl/2013/05/17/asi-votaron-los-107-diputados-que-definieron-el-articulado-de-la-ley-de-pesca-2/,Pesqueras
https://www.ciperchile.cl/2020/01/09/operacion-condor-los-asesinatos-selectivos-que-implican-a-pinochet-y-a-manuel-contreras/,Augusto Pinochet
https://www.ciperchile.cl/2020/01/09/operacion-condor-los-asesinatos-selectivos-que-implican-a-pinochet-y-a-manuel-contreras/,Donald Trump
https://www.ciperchile.cl/2020/01/09/operacion-condor-los-asesinatos-selectivos-que-implican-a-pinochet-y-a-manuel-contreras/,Manuel Contreras
https://www.ciperchile.cl/2020/01/09/operacion-condor-los-asesinatos-selectivos-que-implican-a-pinochet-y-a-manuel-contreras/,Mauricio Macri
https://www.ciperchile.cl/2020/01/09/operacion-condor-los-asesinatos-selectivos-que-implican-a-pinochet-y-a-manuel-contreras/,Operación Cóndor
https://www.ciperchile.cl/2012/10/04/la-red-de-empresas-de-alicia-romo-que-ha-crecido-junto-a-la-universidad-gabriela-mistral/,Educación
https://www.ciperchile.cl/2011/05/16/mineros-de-papel-quienes-son-los-20-mayores-duenos-de-conceciones-mineras/,Minería
https://www.ciperchile.cl/2009/10/08/la-historia-secreta-del-secuestro-de-cristian-edwards/,Cristián Edwards
https://www.ciperchile.cl/2009/10/08/la-historia-secreta-del-secuestro-de-cristian-edwards/,FPMR
https://www.ciperchile.cl/2009/10/08/la-historia-secreta-del-secuestro-de-cristian-edwards/,Secuestro de Cristián Edwards
https://www.ciperchile.cl/2011/02/04/guerra-%e2%80%9cpsicopolitica%e2%80%9d-declaran-militares-uruguayos-implicados-en-crimenes/,dictadura
https://www.ciperchile.cl/2011/02/04/guerra-%e2%80%9cpsicopolitica%e2%80%9d-declaran-militares-uruguayos-implicados-en-crimenes/,Ejército
https://www.ciperchile.cl/2011/02/04/guerra-%e2%80%9cpsicopolitica%e2%80%9d-declaran-militares-uruguayos-implicados-en-crimenes/,uruguay
https://www.ciperchile.cl/2016/04/04/panama-papers-los-sobornos-a-la-conmebol-por-los-derechos-de-la-copa-libertadores/,Empresas
https://www.ciperchile.cl/2016/04/04/panama-papers-los-sobornos-a-la-conmebol-por-los-derechos-de-la-copa-libertadores/,Fútbol
https://www.ciperchile.cl/2016/04/04/panama-papers-los-sobornos-a-la-conmebol-por-los-derechos-de-la-copa-libertadores/,Panama Papers
https://www.ciperchile.cl/2011/09/12/las-reveladoras-cifras-de-la-crisis-de-representatividad-de-los-parlamentarios/,Diputados
https://www.ciperchile.cl/2011/09/12/las-reveladoras-cifras-de-la-crisis-de-representatividad-de-los-parlamentarios/,Política
https://www.ciperchile.cl/2010/12/16/las-pruebas-que-reunio-la-justicia-chilena-en-el-caso-karadima/,Abuso Sexual
https://www.ciperchile.cl/2010/12/16/las-pruebas-que-reunio-la-justicia-chilena-en-el-caso-karadima/,Iglesia
https://www.ciperchile.cl/2010/12/16/las-pruebas-que-reunio-la-justicia-chilena-en-el-caso-karadima/,Justicia
https://www.ciperchile.cl/2010/12/16/las-pruebas-que-reunio-la-justicia-chilena-en-el-caso-karadima/,Karadima
https://www.ciperchile.cl/2015/03/31/los-secretos-de-los-20-meses-que-tardo-caval-en-cerrar-el-negocio-de-machali/,Bachelet
https://www.ciperchile.cl/2015/03/31/los-secretos-de-los-20-meses-que-tardo-caval-en-cerrar-el-negocio-de-machali/,bancos
https://www.ciperchile.cl/2015/03/31/los-secretos-de-los-20-meses-que-tardo-caval-en-cerrar-el-negocio-de-machali/,CAVAL
https://www.ciperchile.cl/2015/03/31/los-secretos-de-los-20-meses-que-tardo-caval-en-cerrar-el-negocio-de-machali/,Empresas
https://www.ciperchile.cl/2015/03/31/los-secretos-de-los-20-meses-que-tardo-caval-en-cerrar-el-negocio-de-machali/,Inmobiliarias
https://www.ciperchile.cl/2015/03/31/los-secretos-de-los-20-meses-que-tardo-caval-en-cerrar-el-negocio-de-machali/,Negocios
https://www.ciperchile.cl/2019/12/11/proyectiles-bean-bag-uno-de-los-cartuchos-que-dispara-carabineros-no-figura-en-su-protocolo/,18/O
https://www.ciperchile.cl/2019/12/11/proyectiles-bean-bag-uno-de-los-cartuchos-que-dispara-carabineros-no-figura-en-su-protocolo/,Carabineros
https://www.ciperchile.cl/2019/12/11/proyectiles-bean-bag-uno-de-los-cartuchos-que-dispara-carabineros-no-figura-en-su-protocolo/,Protestas
https://www.ciperchile.cl/2019/12/11/proyectiles-bean-bag-uno-de-los-cartuchos-que-dispara-carabineros-no-figura-en-su-protocolo/,Protocolos
https://www.ciperchile.cl/2019/12/11/proyectiles-bean-bag-uno-de-los-cartuchos-que-dispara-carabineros-no-figura-en-su-protocolo/,Represión
https://www.ciperchile.cl/2016/04/12/pedro-yaconi-los-negocios-con-empresarios-chinos-del-hombre-de-mayor-confianza-de-frei/,China
https://www.ciperchile.cl/2016/04/12/pedro-yaconi-los-negocios-con-empresarios-chinos-del-hombre-de-mayor-confianza-de-frei/,Eduardo Frei Ruiz-Tagle
https://www.ciperchile.cl/2016/04/12/pedro-yaconi-los-negocios-con-empresarios-chinos-del-hombre-de-mayor-confianza-de-frei/,Empresas
https://www.ciperchile.cl/2016/04/12/pedro-yaconi-los-negocios-con-empresarios-chinos-del-hombre-de-mayor-confianza-de-frei/,OAS
https://www.ciperchile.cl/2010/09/27/medicos-sin-control-los-duenos-de-la-salud-publica-en-chile/,Médicos
https://www.ciperchile.cl/2010/09/27/medicos-sin-control-los-duenos-de-la-salud-publica-en-chile/,Salud
https://www.ciperchile.cl/2009/11/20/por-que-ovalle-renuncio-a-la-sonami-fue-socio-del-jefe-financiero-de-la-dina/,Derechos Humanos
https://www.ciperchile.cl/2009/11/20/por-que-ovalle-renuncio-a-la-sonami-fue-socio-del-jefe-financiero-de-la-dina/,Negocios
https://www.ciperchile.cl/2020/07/15/balance-penal-del-estallido-fiscalia-investiga-a-466-agentes-del-estado-y-gobierno-acusa-a-3-274-personas-de-cometer-actos-violentos/,18/O
https://www.ciperchile.cl/2020/07/15/balance-penal-del-estallido-fiscalia-investiga-a-466-agentes-del-estado-y-gobierno-acusa-a-3-274-personas-de-cometer-actos-violentos/,Derechos Humanos
https://www.ciperchile.cl/2020/07/15/balance-penal-del-estallido-fiscalia-investiga-a-466-agentes-del-estado-y-gobierno-acusa-a-3-274-personas-de-cometer-actos-violentos/,Estallido social
https://www.ciperchile.cl/2020/07/15/balance-penal-del-estallido-fiscalia-investiga-a-466-agentes-del-estado-y-gobierno-acusa-a-3-274-personas-de-cometer-actos-violentos/,Fiscalía
